C.D Esmeralda Procell F.s.;5 - 2;C.F.S. Inter Raudovan Hospitalet;DOMENEC FOLGUERA AMPUDANES- ELVIA ELOISA CARDENAS RAMOS;30/09/2017;16:00;Poliesportiu de Canyamars CamÍ del Forn- 10- 08318 Dosrius- Barcelona;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
C.E.F.S. Granollers C;5 - 3;Athletic Torre Roja;HERMAN TORTA RECHE- MANUEL MALDONADO LOPEZ;30/09/2017;16:00;PavellÓ Municipal De Can Bassa;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
"Gelida Industrial F.S.C. ""A""";7 - 4;C.E. Orange Papiol;ANOUAR BOURROUHOU- MIQUEL VILASECA BARRUGET- YASSIN BOURROUHOU;30/09/2017;16:15;Pavelló Municipal d'Esports de Gelida;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
A.C.E. Sansur B;5 - 4;Penya Recreativa Sant Feliu de Llobregat;JOAN RAMON BERNARDO MAÑÉ- MARC GUINOVART PLANA;30/09/2017;16:30;Poliesportiu Espanya Industrial;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
"Padre Damián Sagrados Corazones ""B""";3 - 3;C.C.A. Plaza Macael B;JOEL JIMENEZ RODRIGUEZ- RAUL GONZALEZ MONJO;30/09/2017;16:30;Poliesportiu Padre Damián Sagrados Corazones;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
Atletic Arrahona B;2 - 1;C.E.S. Sabadell;HAFID AIKAR EL MIRI;30/09/2017;16:30;Pavelló SUD- Carrer de Pardo Bazán- Sabadell- Espanya;Jornada 2;2a. Territorial A;04. 2ª Territorial 2017-2018
C.F.S. La Garriga;4 - 3;Can Palet FS;FRANCISCO JAVIER SANGUINO BLANQUIÑO- MIGUEL ANGEL MONGE PEREZ;30/09/2017;17:00;Poliesportiu Can Noguera;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
F.S. Unión Llagostense MecMan;1 - 2;E.F.S. Ripoll;GUILLEM VIDAL VILES- ISMAEL CHAMERO RIVERO- SAMUEL SERRANO MATA;30/09/2017;17:30;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
A.C.E. Sansur;7 - 3;C.F.S. Clot A;GABRIEL MORALES CAÑAS- JOAN RAMON BERNARDO MAÑÉ- MARC GUINOVART PLANA;30/09/2017;18:00;Poliesportiu Espanya Industrial;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
C.E. Maristes De Rubí;1 - 4;Olímpic Argentona;OMAR DOUAS BERROHOUY- YOUSSEF BOURROUHOU;30/09/2017;18:00;Pavello Maristes de Rubi- magallanes 65 Rubi;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
Sagrerenc C.E. B;2 - 1;F.S. La Salut;LAUREANO PILAR VILLALBA- NICOLAS ANDRES VALBUENA TORRES;30/09/2017;18:00;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
A.E.F.S. Montgat;5 - 0;C.F.S. Lliça De Vall;DAVID GALLARDO BARÓ- DAVID GUILLÉN CUELLAR- MARCO ANTONIO GALLARDO BARÓ;30/09/2017;18:00;Pavelló Municipal De Montgat;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Albelda Futsal;4 - 3;Escola Pia Santa Anna Mataró;ELI GASCÓN PEREIRO- GERMAN MARTIN FERNANDEZ- LLUIS GONZALEZ BEAS;30/09/2017;18:00;Poliesportiu Municipal Tamarite de Litera- Camino Piscinas- 6 - Tamarite de Litera;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Padre Damian Sagrados Corazones;1 - 3;Sagrerenc C.E. A;DAVID VALIENTE MARTIN- JOSE MANUEL GÜISADO PLIBERSCHNIG- RAUL GONZALEZ MONJO;30/09/2017;18:15;Poliesportiu Padre Damián Sagrados Corazones;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
E.F.S. Alta Segarra;2 - 4;C.E.F.S. Granollers;DAVID MACARULLA CASTAÑEDA- FRANCISCO JUAN INGLES PAREJA- SAMUEL SERRANO MATA;30/09/2017;18:30;Pavelló Municipal De Calaf;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
F.S. Tèlic Group Bigues i Riells;9 - 2;*RETIRAT* C.C.A. Plaza Macael;JORDI GAITX PLA- JOSE PEDRO CASES FERNANDEZ- MARIANO BENITO HERRERO;30/09/2017;18:30;Pavellon Can Badell- Avinguda Prat de la Riba- Bigues i Riells- Espanya;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
F.s. Unión Llagostense MecMan B;5 - 4;C.F.S. Clot B;GUILLEM VIDAL VILES- ISMAEL CHAMERO RIVERO- SAMUEL SERRANO MATA;30/09/2017;19:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Betània Patmos Barcelona B;3 - 3;C.e. Gadex;CARLOS GÓMEZ GONZÁLEZ- JONATHAN GALVIS ARANGO;30/09/2017;19:30;Escola Betania Carrer Bonavista- 39- 08940 Cornellà de Llobregat- Barcelona;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
F.S. Racing Llavaneres;4 - 0;"Athletic Arrahona - Can Jonqueres ""A""";DOMENEC FOLGUERA AMPUDANES- SANDRA GARRIS CUBA;30/09/2017;20:00;Poliesportiu De Sant Andreu De Llavaneres;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
F.S. Begues;4 - 3;C.f.s. Alcalà Prat - Bar La Terraza;ADRIA VENTEO GONZÁLEZ- JOSE RIZO GOMEZ- MARI CARMEN DELGADO MORALES;30/09/2017;20:00;Pavello Jaume Viñas Pi Club de Futbol Begues Carrer dels Esports- s/n 08859 Begues;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
"Montsant Sala 5 ""A""";2 - 5;Betània Patmos Barcelona;FRANCESC ALBARRAN PIZARRO- FRANCISCO JAVIER SANGUINO BLANQUIÑO- GABINO FERNÁNDEZ SEGURA;01/10/2017;11:45;Pista Montsant;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
C.E.F.S. Granollers B;1 - 4;Teià Futbol Cinc B;ANOUAR BOURROUHOU- YASSIN BOURROUHOU;01/10/2017;12:00;PavellÓ Municipal De Can Bassa;Jornada 2;1a Territorial A;03. 1a Territorial 2017-2018
"Olímpic Argentona ""B""";8 - 3;C.e. Gadex B;HERMAN TORTA RECHE;01/10/2017;12:00;Pavelló Municipal d' Argentona;Jornada 2;2a. Territorial A;04. 2ª Territorial 2017-2018
Futbol Sala Colomense;3 - 1;F.S. Esclop;GABRIEL MORALES CAÑAS;01/10/2017;12:00;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba- s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 2;2a. Territorial A;04. 2ª Territorial 2017-2018
A.E. Les Botigues De Sitges;3 - 6;Teià Futbol Cinc;DAVID VALIENTE MARTIN- FRAN TIRADO BARRERA- LIDIA TORRES CORTES;01/10/2017;12:00;Poliesportiu De Pins Vens;Jornada 2;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Futsal Dante;0 - 0;F.s. Borges;DAVID GALLARDO BARÓ- DAVID GUILLÉN CUELLAR- MARCO ANTONIO GALLARDO BARÓ;01/10/2017;13:15;Parc Creueta del Coll- Passeig de la Mare de Déu del Coll- Barcelona- Espanya;Jornada 2;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
"Futsal Dante ""B""";3 - 14;Betis Catalunya F.S.;FRAN TIRADO BARRERA- LIDIA TORRES CORTES;01/10/2017;15:00;Parc Creueta del Coll- Passeig de la Mare de Déu del Coll- Barcelona- Espanya;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
F.S Union La Salut Badalona A;3 - 5;Sants Atletic F.S.;DOMENEC FOLGUERA AMPUDANES- ELVIA ELOISA CARDENAS RAMOS;01/10/2017;16:00;ASS. ESPORT I SALUT Carrer de Mossèn Jacint Verdaguer- 22-24- 08922 Santa Coloma de Gramenet- Barcelona;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
Futbol Sala Corbera;6 - 2;Atlètic Sant Boi;DAVID VALIENTE MARTIN;01/10/2017;16:00;Pabellón Municipal de Deportes- C/Josep Tarradellas- 08757 Corbera de Llobregat;Jornada 2;2a. Territorial A;04. 2ª Territorial 2017-2018
F.S Union La Salut Badalona B;6 - 2;Betis Catalunya F.S. B;LAUREANO PILAR VILLALBA;01/10/2017;17:45;Poliesportiu Municipal Montigala;Jornada 2;2a. Territorial A;04. 2ª Territorial 2017-2018
CFS Ibers Santa Coloma;5 - 4;CFS Sagrada Familia;JOSE MANUEL GÜISADO PLIBERSCHNIG- SAMUEL SERRANO MATA;01/10/2017;18:00;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba- s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 2;1a Territorial B;03. 1a Territorial 2017-2018
C.E.S. Sabadell;1 - 9;Montsant Sala5 B;LAUREANO PILAR VILLALBA;05/10/2017;21:45;Institut Barcelona Congrés- Carrer del Baró d'Esponellà- Barcelona- Espanya;Jornada 1;2a. Territorial A;04. 2ª Territorial 2017-2018
Ivars d'Urgell F.S.F.;0 - 3;Celler de l' Arnau;DAVID MACARULLA CASTAÑEDA;07/10/2017;11:00;PAVELLÓ POLIESPORTIU IVARS D'URGELL;Jornada 1;Nacional Femenina B;05. Nacional Femenina
Can Palet FS;0 - 1;C.E.F.S. Granollers B;ANOUAR BOURROUHOU- YASSIN BOURROUHOU;07/10/2017;14:30;Zona Esportiva Municipal Can Jofresa Carrer de Badalona- 4-6 08223 Terrassa;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
F.S. La Salut;1 - 5;F.S Union La Salut Badalona A;DOMENEC FOLGUERA AMPUDANES- JONATHAN GALVIS ARANGO;07/10/2017;15:00;Parc Creueta del Coll- Passeig de la Mare de Déu del Coll- Barcelona- Espanya;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
C.f.s. Alcalà Prat - Bar La Terraza;2 - 1;Albelda Futsal;GABRIEL MORALES CAÑAS- JOAN RAMON BERNARDO MAÑÉ- MATILDE GOMEZ VIÑARAS;07/10/2017;15:15;CEM Julio Méndez- Carrer del Riu Guadalquivir- El Prat de Llobregat- Espanya;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Escola Pia Santa Anna Mataró B;5 - 3;C.F.S. Inter Raudovan Hospitalet;ISMAEL CHAMERO RIVERO- SANDRA GARRIS CUBA;07/10/2017;15:30;Escola Pia Santa Anna Mataró- Carrer de Sant Agustí- Mataró- Espanya;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
F.C. Ivars De Noguera;2 - 2;"F.S. Borges ""B""";DAVID GALLARDO BARÓ- MARCO ANTONIO GALLARDO BARÓ;07/10/2017;16:00;;Jornada 1;1a Territorial D;03. 1a Territorial 2017-2018
Gela;3 - 3;Athletic Aguilar A;ELI GASCÓN PEREIRO- GERMAN MARTIN FERNANDEZ;07/10/2017;16:00;;Jornada 1;1a Territorial D;03. 1a Territorial 2017-2018
Jovents Balaguer;4 - 2;F.s. Borges Femení;SAMUEL SERRANO MATA;07/10/2017;16:00;Pavelló Inpacsa Carrer d'Urgell- 106- 25600 Balaguer- Lleida;Jornada 1;Nacional Femenina B;05. Nacional Femenina
C.e. Gadex Femení;0 - 2;A.E. I.E.S. Manuel Blancafort;ADNAN BOURROUHOU BOUZID- MARC GUINOVART PLANA;07/10/2017;16:00;Escola Pau Casals- Carrer d'Atlanta- Sabadell- Espanya;Jornada 1;Nacional Femenina A;05. Nacional Femenina
*RETIRAT* A.E.F.S. Montgat B;9 - 5;F.S. Racing Llavaneres;LAUREANO PILAR VILLALBA- NICOLAS ANDRES VALBUENA TORRES;07/10/2017;16:00;Pavelló Municipal De Montgat;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
Penya Recreativa Sant Feliu de Llobregat;9 - 8;Sagrerenc C.E. B;HAFID AIKAR EL MIRI- JOEL JIMENEZ RODRIGUEZ;07/10/2017;16:00;Pavelló Andrei Xepkin Carrer Mataró- 4- 08980 Sant Feliu de Llobregat- Barcelona;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
C.F.S. Lliça De Vall;6 - 3;C.F.S. Clot B;JOSE RIZO GOMEZ- MARC TALLADA BUSQUETS- MARI CARMEN DELGADO MORALES;07/10/2017;16:00;Pavelló Municipal De Lliça De Vall;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
F.S.R. Massoteres - Sant Guim de la Plana;0 - 4;Restaurant 2007 La Fuliola;LLUIS GONZALEZ BEAS;07/10/2017;16:30;Pista De Massoteres;Jornada 1;2a Territorial D;04. 2ª Territorial 2017-2018
Ca La Guidó Futsal;5 - 5;Joves de Vidreres C.F.S.;MIREIA SANGUINO CASTRO- PERE ARTEAGA JORQUERA;07/10/2017;17:00;Ciutat Esportiva Blanes- Blanes- Espanya;Jornada 1;1ª Territorial C;03. 1a Territorial 2017-2018
Club Futbol Sala Guíxols;5 - 7;Futsal Cadaqués;GABINO FERNÁNDEZ SEGURA- LLUIS SANCHEZ GARCIA;07/10/2017;17:00;Pavelló Municipal d'esports Carles Nadal i Cosp;Jornada 1;1ª Territorial C;03. 1a Territorial 2017-2018
C.F.S. Ponts;3 - 2;Peramola F.s.;DAVID MACARULLA CASTAÑEDA;07/10/2017;17:00;PONTS PAVELLÓ MUNICIPAL;Jornada 1;2a Territorial D;04. 2ª Territorial 2017-2018
FS Vinaixa Femeni;0 - 5;Oli Les Cabanes Juncosa F.S. Femení;FRANCISCO JUAN INGLES PAREJA;07/10/2017;17:00;Ctra. de Lleida s/n 25440 Vinaixa;Jornada 1;Nacional Femenina B;05. Nacional Femenina
A.E. Tiana;5 - 3;"Montsant Sala 5 ""A""";DAVID VALIENTE MARTIN- FRAN TIRADO BARRERA- LIDIA TORRES CORTES;07/10/2017;17:00;Poliesportiu Municipal De Tiana;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
CFS Sagrada Familia;0 - 5;Athletic Torre Roja;OMAR DOUAS BERROHOUY- SERGIO AGUILAR MIRANDA;07/10/2017;17:00;Passeig Marítim de la Barceloneta- 33- 08003 Barcelona;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
F.S. Esclop;2 - 3;Futbolmania F.S.;JOAN GIBERT REY;07/10/2017;17:00;Escola Torreguitart Carrer de Vallirana- 14- 08207 Sabadell- Barcelona;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
C.E. Orange Papiol;7 - 1;F.s. Unión Llagostense MecMan B;HERMAN TORTA RECHE- JOSEP GONZALEZ GARCIA- ROGER TORRENT ARNAU;07/10/2017;17:00;PavellÓ Poliesportiu Municipal El Papiol;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Mestre D Aixa U.a. Tossa;6 - 2;"F.s. Hostalriquenc ""B""";KEVIN ORTIZ MONGE- MIGUEL ANGEL MONGE PEREZ;07/10/2017;17:30;PAVELLÓ MUNICIPAL D'ESPORTS DE TOSSA;Jornada 1;2a. Territorial C;04. 2ª Territorial 2017-2018
F.S Fontcoberta;6 - 1;Palafrugell Futbol Sala;DANIEL MORENO LEON- FERRAN RUIZ MEDINA;07/10/2017;18:00;Pavelló Municipal de Fontcoberta Avinguda de la Pedrera- 17833 Fontcoberta- Girona;Jornada 1;1ª Territorial C;03. 1a Territorial 2017-2018
Atlètic Vidreres B;1 - 3;P.B. Montgrí;FRANCISCO JAVIER SANGUINO BLANQUIÑO- JOAQUIM BRUGUES TURRO;07/10/2017;18:00;Pavelló d'Esports Vidreres Carrer Lloret- 2- 17411 Vidreres- Girona;Jornada 1;2a. Territorial C;04. 2ª Territorial 2017-2018
C.E.F.S. Fonollosa;1 - 6;Futbol Sala Altorricon;LLUIS GONZALEZ BEAS;07/10/2017;18:00;;Jornada 1;2a Territorial D;04. 2ª Territorial 2017-2018
C.E.F.S. Granollers;5 - 0;A.C.E. Sansur;ANOUAR BOURROUHOU- MARIANO BENITO HERRERO- YASSIN BOURROUHOU;07/10/2017;18:00;PavellÓ Municipal De Can Bassa;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
C.C.A. Plaza Macael B;2 - 2;C.E.F.S. Granollers C;JORDI GAITX PLA- RICARD MARQUEZ SIMONI;07/10/2017;18:00;Polideportivo Can Vidalet- Esplugues de Llobregat- Espanya;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
A.E.F.S. Montgat;6 - 1;A.E. Les Botigues De Sitges;GABRIEL MORALES CAÑAS- JOAN RAMON BERNARDO MAÑÉ- MATILDE GOMEZ VIÑARAS;07/10/2017;18:00;Pavelló Municipal De Montgat;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
A.E. Tiana B;1 - 5;Atletic Arrahona B;DAVID VALIENTE MARTIN;07/10/2017;18:30;Poliesportiu Municipal De Tiana;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
C.e. Gadex B;7 - 0;"Orange Futsal Castellbisbal ""B""";ADNAN BOURROUHOU BOUZID;07/10/2017;18:30;Pavelló Nord Sabadell Ronda de Collsalarca- 4- 08207 Sabadell- Barcelona;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
Atlètic Vidreres;5 - 0;F.s. Porqueres B;FRANCISCO JAVIER SANGUINO BLANQUIÑO- JOAQUIM BRUGUES TURRO;07/10/2017;19:30;Pavelló d'Esports Vidreres Carrer Lloret- 2- 17411 Vidreres- Girona;Jornada 1;1ª Territorial C;03. 1a Territorial 2017-2018
Club futbol sala Santa Cristina;3 - 2;Futsal Cassà;GABINO FERNÁNDEZ SEGURA- LLUIS SANCHEZ GARCIA;07/10/2017;19:30;Pavello d'Esports de Santa Cristina d'Aro- Pont d ela Font del Rei s/n- 17246 Santa Cristina d'Aro;Jornada 1;2a. Territorial C;04. 2ª Territorial 2017-2018
Futsal Bellmunt;3 - 2;C.E.P.S.;FRANCISCO JUAN INGLES PAREJA;07/10/2017;19:30;Pavelló Poliesportiu Bellmunt;Jornada 1;2a Territorial D;04. 2ª Territorial 2017-2018
Betània Patmos Barcelona;2 - 2;E.F.S. Alta Segarra;CARLOS GÓMEZ GONZÁLEZ- OMAR DOUAS BERROHOUY- SERGIO AGUILAR MIRANDA;07/10/2017;19:30;PavellÓ Universitat De Barcelona;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
F.s. Borges;3 - 1;E.F.S. Ripoll;DAVID GALLARDO BARÓ- MARCO ANTONIO GALLARDO BARÓ- SAMUEL SERRANO MATA;07/10/2017;19:30;Pavelló Francesc Macià;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
*RETIRAT* C.C.A. Plaza Macael;4 - 2;F.S. Begues;ISMAEL BENKHAJOU BAKKALI- JORDI GAITX PLA- RICARD MARQUEZ SIMONI;07/10/2017;19:30;PavellÓ Municipal De Can Vidalet;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Vilobí F.S.;4 - 4;Futsal Maçanet;JOAQUIM BRUGUES TURRO- MIREIA SANGUINO CASTRO;07/10/2017;20:00;PAVELLÓ POLIESPORTIU VILOBÍ D'ONYAR;Jornada 1;2a. Territorial C;04. 2ª Territorial 2017-2018
CEFS Begur;1 - 7;E.F.S. Ripoll B Sant Pau de Segúries;KEVIN ORTIZ MONGE- MIGUEL ANGEL MONGE PEREZ;07/10/2017;20:00;Pavelló de Begur- Carrer del Pavelló Begur;Jornada 1;2a. Territorial C;04. 2ª Territorial 2017-2018
Sagrerenc C.E. A;3 - 3;F.S. Unión Llagostense MecMan;HERMAN TORTA RECHE- JOSEP GONZALEZ GARCIA- ROGER TORRENT ARNAU;07/10/2017;20:00;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
Olímpic Argentona;5 - 5;C.F.S. La Garriga;FRAN TIRADO BARRERA- LIDIA TORRES CORTES;07/10/2017;20:00;Pavelló Municipal d' Argentona;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
Sants Atletic F.S.;8 - 6;"Futsal Dante ""B""";DOMENEC FOLGUERA AMPUDANES- ELVIA ELOISA CARDENAS RAMOS;07/10/2017;20:30;Complex Esportiu La Báscula- Barcelona- Espanya;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
"Athletic Arrahona - Can Jonqueres ""A""";1 - 4;C.E. Maristes De Rubí;JOSE RIZO GOMEZ- MARI CARMEN DELGADO MORALES;08/10/2017;09:00;Pavelló SUD- Carrer de Pardo Bazán- Sabadell- Espanya;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
C.E.S. Sabadell;1 - 5;F.S Union La Salut Badalona B;DAVID VALIENTE MARTIN;08/10/2017;09:00;Complex Esportiu Municipal Sant Oleguer- Camí Can Quadres- Sabadell- Espanya;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
Teià Futbol Cinc femení;3 - 1;F.S. Llinars Senior Femeni;MIQUEL VILASECA BARRUGET- SAMUEL SERRANO MATA;08/10/2017;09:30;Poliesportiu Municipal El Cim- Carrer Josep Puigoriol s/n- Teià;Jornada 1;Nacional Femenina A;05. Nacional Femenina
Teià Futbol Cinc;3 - 2;F.S. Tèlic Group Bigues i Riells;ISMAEL CHAMERO RIVERO- MARC MIRON RUIZ- SAMUEL SERRANO MATA;08/10/2017;11:00;Poliesportiu Municipal El Cim- Carrer Josep Puigoriol s/n- Teià;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Escola Pia Santa Anna Mataró;3 - 3;"Gelida Industrial F.S.C. ""A""";ANOUAR BOURROUHOU- SANDRA GARRIS CUBA- YASSIN BOURROUHOU;08/10/2017;11:30;Escola Pia Santa Anna Mataró- Carrer de Sant Agustí- Mataró- Espanya;Jornada 3;PRIMERA NACIONAL 2017-18;02. Primera Nacional 2017-2018
Oli Les Cabanes Juncosa F.S.;3 - 3;Futbol Club Montmaneu;LLUIS GONZALEZ BEAS;08/10/2017;12:00;;Jornada 1;1a Territorial D;03. 1a Territorial 2017-2018
"Pony´s Futbol Sala ""A""";7 - 0;"Orange Futsal Castellbisbal ""B"" - Nacional Femenina";FRAN TIRADO BARRERA- LIDIA TORRES CORTES;08/10/2017;12:00;Poliesportiu Estacio Del Nord;Jornada 1;Nacional Femenina A;05. Nacional Femenina
"Olímpic Argentona ""B""";4 - 2;Montsant Sala5 B;MARCO ANTONIO GALLARDO BARÓ;08/10/2017;12:00;Pavelló Municipal d' Argentona;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
Teià Futbol Cinc B;4 - 4;Betània Patmos Barcelona B;ISMAEL CHAMERO RIVERO- MIQUEL VILASECA BARRUGET;08/10/2017;12:30;Poliesportiu Municipal El Cim- Carrer Josep Puigoriol s/n- Teià;Jornada 3;1a Territorial A;03. 1a Territorial 2017-2018
Atlètic Sant Boi;2 - 3;"Padre Damián Sagrados Corazones ""C""";DAVID VALIENTE MARTIN;08/10/2017;12:30;Pabellón La Parellada c/ Mossen Pere Tarres 35-37- Sant Boi de Llobregat;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
Betis Catalunya F.S. B;2 - 1;Futbol Sala Colomense;DAVID GUILLÉN CUELLAR;08/10/2017;15:15;AE Bon Pastor- Carrer de la Costa Daurada- Barcelona- Espanya;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
CFS Ibers Santa Coloma;3 - 2;A.C.E. Sansur B;DAVID GALLARDO BARÓ- MARCO ANTONIO GALLARDO BARÓ;08/10/2017;18:00;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba- s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
Betis Catalunya F.S.;7 - 5;"Padre Damián Sagrados Corazones ""B""";DAVID GUILLÉN CUELLAR- ISMAEL BENKHAJOU BAKKALI;08/10/2017;18:15;Poliesportiu Bon Pastor;Jornada 3;1a Territorial B;03. 1a Territorial 2017-2018
F.S. Viladecavalls;3 - 3;Futbol Sala Corbera;CARLOS GÓMEZ GONZÁLEZ;08/10/2017;19:30;poliesportiu municipal de viladecavalls;Jornada 3;2a. Territorial A;04. 2ª Territorial 2017-2018
C.F.S. Clot A;0 - 3;Padre Damian Sagrados Corazones;ALBERT GONZALEZ GARCIA- ISMAEL CHAMERO RIVERO- SAMUEL SERRANO MATA;08/10/2017;20:00;CEM Bac de Roda- Rambla de Guipúscoa- Barcelona- Espanya;Jornada 3;NACIONAL CATALANA 2017-18;01. Nacional Catalana 2017-2018
Atlètic Sant Boi;2 - 1;Futbolmania F.S.;MARCO ANTONIO GALLARDO BARÓ;10/10/2017;21:00;Colegio Público Josep María Ciurana- Carrer Manuel de Falla- Sant Boi de Llobregat- España;Jornada 1;2a. Territorial A;04. 2ª Territorial 2017-2018
"F.S. Union Llagostense Mecman Infantil ""A""""";4 - 3;"Escola de Futsal Grèvol Infantil ""B""";JOAN GIBERT REY;14/10/2017;10:00;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 1;"Infantil ""A""";09. Infantil
F.S. Esclop Aleví;1 - 3;Sagrerenc C.E. Aleví;DAVID VALIENTE MARTIN;14/10/2017;10:00;Col·legi Públic Gaudí- Carrer d'Ordesa- Sabadell- Espanya;Jornada 1;"Aleví ""A""";10. Aleví
F.S Union La Salut Badalona A;1 - 3;Penya Recreativa Sant Feliu de Llobregat;JOEL JIMENEZ RODRIGUEZ- SAMUEL SERRANO MATA;14/10/2017;10:00;CEM Besòs- Sant Adrià de Besòs- Espanya;Jornada 4;1a Territorial B;03. 1a Territorial 2017-2018
C.E. Maristes De Rubí Cadet;4 - 5;E.P. Badalona Centre Cadet;OMAR DOUAS BERROHOUY;14/10/2017;10:30;Pavello Maristes de Rubi- magallanes 65 Rubi;Jornada 1;"Cadet ""B""";08. Cadet
A.E. Moià Aleví;4 - 7;C.E. Maristes De Rubí Aleví B;JORDI GAITX PLA;14/10/2017;10:30;Pavelló Municipal d'Esports- Moià- Espanya;Jornada 1;"Aleví ""A""";10. Aleví
"Escola de Futsal Grèvol Cadet ""A""";15 - 0;"Futbol Sala Corbera Cadet ""B""";LAURA PUCHE BARRANQUERO;14/10/2017;10:45;Pavelló Grèvol- Carrer Provençals- 9 Barcelona;Jornada 1;"Cadet ""B""";08. Cadet
Betania F.S.Juvenil;3 - 2;C.C.A. Plaza Macael Juvenil;MARI CARMEN DELGADO MORALES;14/10/2017;11:00;Trinitat Vella Centre Esportiu Municipal;Jornada 1;"Juvenil ""B""";07. Juvenil
"F.S. Union Llagostense Mecman Infantil ""B""";5 - 3;Olímpic Argentona Infantil;JOAN GIBERT REY;14/10/2017;11:15;Complex esportiu municipal El Turó- Carrer de Joaquim Blume- La Llagosta- Espanya;Jornada 1;"Infantil ""B""";09. Infantil
Sagrerenc C.E. Pre-benjamí;0 - 10;C.E.F.S. Granollers Pre-benjamí;JOSE RIZO GOMEZ;14/10/2017;11:30;Poliesportiu Municipal La Sagrera - C/Honduras- 2 Barcelona;Jornada 1;Pre-benjami A;12. Pre-benjami
