Estado;Observaciones;Equipo 1;Resultado;Equipo 2;Árbitros;Fecha;Hora;Lugar;Jornada;Grupo;Estado de la competición;Competición;Deporte
;;A.E. Moià Aleví;2 - 6;Sagrerenc C.E. Aleví;RICARD MARQUEZ SIMONI;02/06/2018;10:30;Pavelló Municipal d'Esports -  Moià -  Espanya;Jornada 22;"Aleví ""A""";;10. Aleví;Fútbol sala
;;"Escola de Futsal Grèvol Cadet ""A""";4 - 1;Betània Patmos Barcelona Cadet;ALBERT GONZALEZ GARCIA;02/06/2018;10:45;Pavelló Grèvol -  Carrer Provençals -  9 Barcelona;Jornada 22;"Cadet ""B""";;08. Cadet;Fútbol sala
;;F.S. Telic Group Bigues i Riells Benjamí;3 - 5;F.S. Llinars Atletic Benjamí;MANUEL MALDONADO LOPEZ;02/06/2018;11:00;Pavellon Can Badell -  Avinguda Prat de la Riba -  Bigues i Riells -  Espanya;Jornada 7;COPA BENJAMÍ;;COPA BENJAMÍ;Fútbol sala
;;Sagrerenc C.E. Juvenil B;1 - 3;Betània Patmos Barcelona Juvenil B;JOSE RIZO GOMEZ;02/06/2018;11:00;Poliesportiu Municipal La Sagrera - C/Honduras -  2 Barcelona;Jornada 22;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;C.E. Maristes De Rubí Cadet;2 - 3;"Escola de Futsal Grèvol Cadet ""B""";MARIANO BURGOS BONAVENTURA;02/06/2018;11:00;Pavello Maristes de Rubi -  magallanes 65 Rubi;Jornada 22;"Cadet ""B""";;08. Cadet;Fútbol sala
;;F.S. Llinars Aleví;3 - 3;A.E. Sallent Aleví;OMAR DOUAS BERROHOUY;02/06/2018;11:00;Pavelló annex de Llinars del Vallès - Av. Pau Casals -  22-24 -  08450 Llinars del Vallès -  Barcelona;Jornada 22;"Aleví ""A""";;10. Aleví;Fútbol sala
;;Oli Les Cabanes Juncosa F.S. Femení;0 - 2;Teià Futbol Cinc femení;JUAN JOSE GONZALEZ PAVON;02/06/2018;12:00;Poliesportiu Municipal Juncosa;Jornada 7;"COPA FEMENINA GRUP ""A""";;COPA FEMENINA;Fútbol sala
;;"Escola Pia Santa Anna Mataró Infantil ""B""";9 - 3;Olímpic Argentona Infantil;ISMAEL BENKHAJOU BAKKALI;02/06/2018;12:00;Escola Pia Santa Anna Mataró -  Carrer de Sant Agustí -  Mataró -  Espanya;Jornada 8;"COPA INFANTIL GRUP ""A""";;COPA INFANTIL;Fútbol sala
;;"Escola de Futsal Grèvol Infantil ""B""";0 - 8;C.F.S. Alcalà Prat - Bar La Terraza Infantil;ALBERT GONZALEZ GARCIA;02/06/2018;12:00;Pavelló Grèvol -  Carrer Provençals -  9 Barcelona;Jornada 8;"COPA INFANTIL GRUP ""A""";;COPA INFANTIL;Fútbol sala
;;A.E. Moià Infantil;2 - 6;A.E. Sallent Infantil;RICARD MARQUEZ SIMONI;02/06/2018;12:00;Pavelló Municipal d'Esports -  Moià -  Espanya;Jornada 8;"COPA INFANTIL GRUP ""B""";;COPA INFANTIL;Fútbol sala
;;C.f.s. Alcalà Prat - Bar La Terraza Cadet;1 - 3;Sagrerenc C.E. Cadet A;FRANCISCO JAVIER LORENTE PLANA;02/06/2018;12:00;CEM Julio Méndez -  Carrer del Riu Guadalquivir -  El Prat de Llobregat -  Espanya;Jornada 22;"Cadet ""A""";;08. Cadet;Fútbol sala
;;A.E. Sallent Cadet;5 - 0;A.E. Moià Cadet;JORDI GAITX PLA;02/06/2018;12:15;Pavello Municipal -  Carrer Verge del Pilar -  Sallent de Llobregat -  España;Jornada 22;"Cadet ""A""";;08. Cadet;Fútbol sala
;;F.S. Llinars Cadet;0 - 1;Olímpic Argentona Cadet;OMAR DOUAS BERROHOUY;02/06/2018;12:15;Pavelló annex de Llinars del Vallès - Av. Pau Casals -  22-24 -  08450 Llinars del Vallès -  Barcelona;Jornada 22;"Cadet ""A""";;08. Cadet;Fútbol sala
;;A.E. Sallent Juvenil;1 - 0;A.E. Moià Juvenil;JORDI GAITX PLA;02/06/2018;13:30;Pavello Municipal -  Carrer Verge del Pilar -  Sallent de Llobregat -  España;Jornada 22;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;Futbolmania F.S.;0 - 0;"Padre Damián Sagrados Corazones ""C""";JOSE RIZO GOMEZ;02/06/2018;13:30;Poliesportiu MontigalÀ;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;"F.S. Telic Group Bigues i Riells Juvenil ""A""";10 - 1;"F.S. Esclop Juvenil ""A""";RICARD MARQUEZ SIMONI;02/06/2018;15:30;Pavellon Can Badell -  Avinguda Prat de la Riba -  Bigues i Riells -  Espanya;Jornada 22;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;Escola Pia Santa Anna Mataró B;7 - 0;"Athletic Arrahona - Can Jonqueres ""A""";DOMENEC FOLGUERA AMPURDANES -  ELVIA ELOISA CARDENAS RAMOS;02/06/2018;15:30;Escola Pia Santa Anna Mataró -  Carrer de Sant Agustí -  Mataró -  Espanya;Jornada 26;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;Celler de l' Arnau - Jovents BALAGUER;3 - 2;C.e. Gadex Femení;FRANCISCO JUAN INGLES PAREJA;02/06/2018;16:00;BALAGUER POLIESPORTIU CARRER URGELL;Jornada 1;"COPA FEMENINA GRUP ""B""";;COPA FEMENINA;Fútbol sala
;;CEFS Begur;5 - 2;Futsal Cadaqués;GABINO FERNÁNDEZ SEGURA -  LLUIS SANCHEZ GARCIA;02/06/2018;16:00;Pavelló de Begur -  Carrer del Pavelló Begur;Jornada 6;"COPA FEDERACIÓ GIRONA GRUP ""A""";;COPA FEDERACIÓ GIRONA;Fútbol sala
;;"F.S. Borges ""B""";3 - 2;F.C. Ivars De Noguera;HAFID AIKAR EL MIRI;02/06/2018;16:00;PAVELLO MUNICIPAL DE LES BORGES BLANQUES;Jornada 7;"COPA FEDERACIÓ LLEIDA GRUP ""A""";;COPA LLEIDA;Fútbol sala
;;C.E.F.S. Granollers Cadet;3 - 0;"Futbol Sala Corbera Cadet ""B""";OMAR DOUAS BERROHOUY;02/06/2018;16:00;PavellÓ Municipal De Can Bassa;Jornada 22;"Cadet ""B""";;08. Cadet;Fútbol sala
;;C.D Esmeralda Procell F.s.;1 - 3;Betània Patmos Barcelona B;ANTONIO RUIZ MANCHON -  MARC MIRON RUIZ;02/06/2018;16:00;Basquet Dosrius -  Carrer Doctor Joan Cardona -  Dosrius -  Espanya;Jornada 26;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.F.S. Lliça De Vall;3 - 7;Teià Futbol Cinc;ADRIA VENTEO GONZÁLEZ -  HERMAN TORTA RECHE -  JOSEP GONZALEZ GARCIA;02/06/2018;16:00;Pavelló Municipal De Lliça De Vall;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;F.S. La Salut;2 - 1;CFS Ibers Santa Coloma;JONATHAN GALVIS ARANGO -  JOSE RIZO GOMEZ;02/06/2018;16:15;Parc Creueta del Coll -  Passeig de la Mare de Déu del Coll -  Barcelona -  Espanya;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Atletic Arrahona B;5 - 0;F.S. Viladecavalls;MARIANO BURGOS BONAVENTURA;02/06/2018;16:30;Pavelló esports c/ sol i padris -  59 08203 Sabadell;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Atlètic Vidreres;5 - 5;P.B. Montgrí;DANIEL MORENO LEON -  FERRAN RUIZ MEDINA;02/06/2018;17:00;Pavelló d'Esports Vidreres Carrer Lloret -  2 -  17411 Vidreres -  Girona;Jornada 7;"COPA FEDERACIÓ GIRONA GRUP ""A""";;COPA FEDERACIÓ GIRONA;Fútbol sala
;;"F.S. Esclop Infantil ""A""";9 - 1;A.E. Sallent Infantil;JOEL JIMENEZ RODRIGUEZ;02/06/2018;17:00;Escola Torreguitart Carrer de Vallirana -  14 -  08207 Sabadell -  Barcelona;Jornada 7;"COPA INFANTIL GRUP ""B""";;COPA INFANTIL;Fútbol sala
;;C.E.F.S. Fonollosa;3 - 4;Athletic Aguilar A;OSCAR CRUZ OSUNA;02/06/2018;17:00;Pavelló Municipal De Calaf;Jornada 8;"COPA FEDERACIÓ LLEIDA GRUP ""A""";;COPA LLEIDA;Fútbol sala
;;Sagrerenc C.E. A;6 - 2;E.F.S. Alta Segarra;GABRIEL MORALES CAÑAS -  JOAN RAMON BERNARDO MAÑÉ -  JOSE ANTONIO SABIDO GATO;02/06/2018;17:00;Poliesportiu Municipal La Sagrera - C/Honduras -  2 Barcelona;Jornada 26;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;F.S. Unión Llagostense MecMan;1 - 6;Padre Damian Sagrados Corazones;ALBERT GONZALEZ GARCIA -  JOAN GIBERT REY -  MARC GUINOVART PLANA;02/06/2018;17:30;Complex esportiu municipal El Turó -  Carrer de Joaquim Blume -  La Llagosta -  Espanya;Jornada 26;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;C.E.F.S. Granollers C;1 - 4;"Padre Damián Sagrados Corazones ""B""";ANTONIO RUIZ MANCHON -  MARC MIRON RUIZ;02/06/2018;18:00;PavellÓ Municipal De Can Bassa;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.S. Begues;7 - 1;C.E. Orange Papiol;CARLOS GÓMEZ GONZÁLEZ -  FRANCISCO JAVIER LORENTE PLANA -  NICOLAS ANDRES VALBUENA TORRES;02/06/2018;18:00;Pavello Jaume Viñas Pi Club de Futbol Begues Carrer dels Esports -  s/n 08859 Begues;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;A.E. Tiana B;1 - 2;C.E.S. Sabadell;PABLO GARCIA LLUBIA;02/06/2018;18:00;Poliesportiu Municipal De Tiana;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Alcarràs - Fraga Futsal;7 - 3;C.e. Gadex Femení;JUAN JOSE GONZALEZ PAVON;02/06/2018;19:00;Pavelló Municipal Andreu Aixala;Jornada 6;"COPA FEMENINA GRUP ""B""";;COPA FEMENINA;Fútbol sala
;;"F.S. Esclop Infantil ""A""";10 - 0;Sagrerenc C.E.Infantil;JOEL JIMENEZ RODRIGUEZ;02/06/2018;19:00;Col·legi Públic Gaudí -  Carrer d'Ordesa -  Sabadell -  Espanya;Jornada 8;"COPA INFANTIL GRUP ""B""";;COPA INFANTIL;Fútbol sala
;;Can Palet FS;6 - 3;F.S. Racing Llavaneres;DOMENEC FOLGUERA AMPURDANES -  ELVIA ELOISA CARDENAS RAMOS;02/06/2018;19:00;Poliesportiu Municipal De Sant Llorenç Carrer del Castellsapera -  0 -  08221 Terrassa -  Barcelona;Jornada 26;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;F.s. Unión Llagostense MecMan B;4 - 2;"Gelida Industrial F.S.C. ""A""";ALBERT GONZALEZ GARCIA -  JOAN GIBERT REY -  MARC GUINOVART PLANA;02/06/2018;19:00;Complex esportiu municipal El Turó -  Carrer de Joaquim Blume -  La Llagosta -  Espanya;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;A.E. Tiana Cadet;3 - 2;"Futbol Sala Corbera Cadet ""A""";PABLO GARCIA LLUBIA;02/06/2018;19:15;Poliesportiu Municipal De Tiana;Jornada 22;"Cadet ""A""";;08. Cadet;Fútbol sala
;;E.F.S. Ripoll;8 - 0;A.C.E. Sansur;JORDI GAITX PLA -  OSCAR KEVIN GUTIERREZ GUTIERREZ -  RICARD MARQUEZ SIMONI;02/06/2018;19:30;Centre de Tecnificació Esportiva l'Avellaneda -  Ripoll -  Espanya;Jornada 26;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;Betània Patmos Barcelona;2 - 1;Futsal Dante;ADRIA VENTEO GONZÁLEZ -  HERMAN TORTA RECHE -  JOSEP GONZALEZ GARCIA;02/06/2018;19:30;Escola Betània Patmos Av. Mare de Déu de Lorda -  2-16 -  08034 Barcelona;Jornada 26;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;Sants Atletic F.S.;7 - 1;A.C.E. Sansur B;JOAN RAMON BERNARDO MAÑÉ -  JONATHAN GALVIS ARANGO;02/06/2018;19:30;Complex Esportiu La Báscula -  Barcelona -  Espanya;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.f.s. Alcalà Prat - Bar La Terraza;8 - 3;A.E. Les Botigues De Sitges;JOSE ANTONIO SABIDO GATO -  MARIANO BURGOS BONAVENTURA -  SERGIO RODRIGUEZ PEREZ;02/06/2018;20:00;CEM SAGNIER -  EL Prat de Llobregat -  C/Federica Montseny s/n;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;"Olímpic Argentona ""B""";7 - 4;Betis Catalunya F.S. B;ANTONIO RUIZ MANCHON;02/06/2018;20:00;Pavelló Municipal d' Argentona;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;"Olimpic Argentona Aleví ""B""";0 - 3;C.E. Maristes De Rubí Aleví B;JOSE RIZO GOMEZ;03/06/2018;09:00;Pavelló Municipal d' Argentona;Jornada 22;"Aleví ""A""";;10. Aleví;Fútbol sala
;;F.S. Esclop Aleví;0 - 7;"Olimpic Argentona Aleví ""A""";JOEL JIMENEZ RODRIGUEZ;03/06/2018;10:00;Col·legi Públic Gaudí -  Carrer d'Ordesa -  Sabadell -  Espanya;Jornada 22;"Aleví ""A""";;10. Aleví;Fútbol sala
;;F.S. Esclop Benjamí;7 - 4;"Olimpic Argentona Benjamí ""B""";JOEL JIMENEZ RODRIGUEZ;03/06/2018;11:00;Col·legi Públic Gaudí -  Carrer d'Ordesa -  Sabadell -  Espanya;Jornada 7;COPA BENJAMÍ;;COPA BENJAMÍ;Fútbol sala
;;Teià F5 Infantil;2 - 4;"Escola de Futsal Grèvol Infantil ""A""";PABLO GARCIA LLUBIA;03/06/2018;11:00;Poliesportiu Municipal El Cim -  Carrer Josep Puigoriol s/n -  Teià;Jornada 8;"COPA INFANTIL GRUP ""A""";;COPA INFANTIL;Fútbol sala
;;Escola Pia Santa Anna Mataró;1 - 2;F.S. Tèlic Group Bigues i Riells;ANTONIO RUIZ MANCHON -  CARLOS GÓMEZ GONZÁLEZ -  MARC MIRON RUIZ;03/06/2018;11:00;Escola Pia Santa Anna Mataró -  Carrer de Sant Agustí -  Mataró -  Espanya;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;A.E. Centelles Aleví;5 - 4;F.S. Llinars Atletic Aleví;RICARD MARQUEZ SIMONI;03/06/2018;11:15;Pavello Mpal de Centelles;Jornada 22;"Aleví ""A""";;10. Aleví;Fútbol sala
;;Olimpic Argentona Juvenil;5 - 3;A.E. Tiana Juvenil;JOSE RIZO GOMEZ;03/06/2018;12:00;Pavelló Municipal d' Argentona;Jornada 22;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;C.E. Gadex Juvenil;-;F.S. Hostalriquenc Juvenil;MARIANO BURGOS BONAVENTURA;03/06/2018;12:00;Poliesportiu Municipal Olimpia Carrer de Mauritània -  17 -  08206 Sabadell -  España;Jornada 22;"Juvenil ""A""";;07. Juvenil;Fútbol sala
;;Betania F.S.Juvenil;1 - 6;Betània Patmos Barcelona Juvenil C;JOAN GIBERT REY;03/06/2018;12:00;Trinitat Vella Centre Esportiu Municipal;Jornada 22;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;Futbol Sala Colomense;8 - 0;"Orange Futsal Castellbisbal ""B""";MARI CARMEN DELGADO MORALES;03/06/2018;12:00;Pavelló Esportiu de la Bastida Carrer de Prat de la Riba -  s/n 08921 Santa Coloma de Gramenet Barcelona;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;C.F.S. Inter Raudovan Hospitalet;5 - 1;C.E.F.S. Granollers B;ISMAEL CHAMERO RIVERO -  MANUEL MALDONADO LOPEZ;03/06/2018;12:15;Poliesportiu Zal Barcelona BCN -  Carrer de la Mar Roja -  Barcelona -  España;Jornada 26;1a Territorial A;;03. 1a Territorial 2017-2018;Fútbol sala
;;Futsal Cadaqués;6 - 6;E.F.S. Ripoll B Sant Pau de Segúries;DANIEL MORENO LEON -  FERRAN RUIZ MEDINA;03/06/2018;12:30;Poliesportiu Municipal De Roses;Jornada 7;"COPA FEDERACIÓ GIRONA GRUP ""A""";;COPA FEDERACIÓ GIRONA;Fútbol sala
;;C.F.S. La Garriga Juvenil A;6 - 4;C.E. Maristes De Rubí Juvenil;JORDI GAITX PLA;03/06/2018;12:30;Poliesportiu Can Noguera;Jornada 22;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;Futbol Sala Corbera Juvenil;1 - 1;C.C.A. Plaza Macael Juvenil;CARLOS GÓMEZ GONZÁLEZ;03/06/2018;16:00;Pabellón Municipal de Deportes -  C/Josep Tarradellas -  08757 Corbera de Llobregat;Jornada 22;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;Athletic Torre Roja Cadet;3 - 8;Neurofutbol F.S.;ISMAEL BENKHAJOU BAKKALI;03/06/2018;17:00;Avinguda dels Germans Gabrielistes -  16 -  Viladecans -  Espanya;Jornada 22;"Cadet ""B""";;08. Cadet;Fútbol sala
;;C.F.S. Clot B;4 - 4;Albelda Futsal;ISMAEL CHAMERO RIVERO -  MIQUEL VILASECA BARRUFET -  SAMUEL SERRANO MATA;03/06/2018;17:00;CEM Bac de Roda -  Rambla de Guipúscoa -  Barcelona -  Espanya;Jornada 26;PRIMERA NACIONAL 2017-18;;02. Primera Nacional 2017-2018;Fútbol sala
;;Futbol Sala Corbera;5 - 1;C.e. Gadex B;CARLOS GÓMEZ GONZÁLEZ;03/06/2018;17:30;Pabellón Municipal de Deportes -  C/Josep Tarradellas -  08757 Corbera de Llobregat;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;Athletic Torre Roja Juvenil;5 - 0;"F.S. Tèlic Group Bigues i Riells Juvenil ""B""";ISMAEL BENKHAJOU BAKKALI;03/06/2018;18:00;Avinguda dels Germans Gabrielistes -  16 -  Viladecans -  Espanya;Jornada 22;"Juvenil ""B""";;07. Juvenil;Fútbol sala
;;Betis Catalunya F.S.;5 - 4;Sagrerenc C.E. B;MARI CARMEN DELGADO MORALES -  NICOLAS ANDRES VALBUENA TORRES;03/06/2018;18:00;Poliesportiu Bon Pastor;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;C.F.S. Clot A;3 - 5;"Montsant Sala 5 ""A""";ISMAEL CHAMERO RIVERO -  MIQUEL VILASECA BARRUFET -  SAMUEL SERRANO MATA;03/06/2018;19:00;CEM Bac de Roda -  Rambla de Guipúscoa -  Barcelona -  Espanya;Jornada 26;NACIONAL CATALANA 2017-18;;01. Nacional Catalana 2017-2018;Fútbol sala
;;C.C.A. Plaza Macael B;0 - 2;F.S Union La Salut Badalona A;ALBERT GONZALEZ GARCIA -  JONATHAN GALVIS ARANGO;03/06/2018;19:00;Polideportivo Can Vidalet -  Esplugues de Llobregat -  Espanya;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Athletic Torre Roja;2 - 4;"Futsal Dante ""B""";BILAL ARROUCHDI -  ISMAEL BENKHAJOU BAKKALI;03/06/2018;19:15;Avinguda dels Germans Gabrielistes -  16 -  Viladecans -  Espanya;Jornada 26;1a Territorial B;;03. 1a Territorial 2017-2018;Fútbol sala
;;Futsal Maçanet;5 - 6;F.S. Caldes De Malavella;GABINO FERNÁNDEZ SEGURA -  LLUIS SANCHEZ GARCIA;03/06/2018;20:00;Pavelló Municipal Maçanet de la Selva;Jornada 3;"COPA FEDERACIÓ GIRONA GRUP ""B""";;COPA FEDERACIÓ GIRONA;Fútbol sala
;;Montsant Sala5 B;7 - 4;F.S. Esclop;LAUREANO PILAR VILLALBA;04/06/2018;21:25;Institut Barcelona Congrés -  Carrer del Baró d'Esponellà -  Barcelona -  Espanya;Jornada 29;2a. Territorial A;;04. 2ª Territorial 2017-2018;Fútbol sala
;;"Pony´s Futbol Sala ""A""";12 - 0;C.e. Gadex Femení;JOSE RIZO GOMEZ;05/06/2018;21:00;BARCELONA C/ DIPUTACIÓ -  17 POLIESPORTIU JOAN MIRÓ;Jornada 3;"COPA FEMENINA GRUP ""B""";;COPA FEMENINA;Fútbol sala
;;A.E. Tiana Cadet;5 - 2;Olímpic Argentona Cadet;PABLO GARCIA LLUBIA;05/06/2018;21:00;Poliesportiu Municipal De Tiana;Jornada 8;"Cadet ""A""";;08. Cadet;Fútbol sala
